1089,AL,Madison County,2010_Census_Population,334811
1091,AL,Marengo County,2010_Census_Population,21027
1093,AL,Marion County,2010_Census_Population,30776
1095,AL,Marshall County,2010_Census_Population,93019
1097,AL,Mobile County,2010_Census_Population,412992
1099,AL,Monroe County,2010_Census_Population,23068
1101,AL,Montgomery County,2010_Census_Population,229363
1103,AL,Morgan County,2010_Census_Population,119490
1105,AL,Perry County,2010_Census_Population,10591
1107,AL,Pickens County,2010_Census_Population,19746
1109,AL,Pike County,2010_Census_Population,32899
1111,AL,Randolph County,2010_Census_Population,22913
1113,AL,Russell County,2010_Census_Population,52947
1115,AL,St. Clair County,2010_Census_Population,83593
1117,AL,Shelby County,2010_Census_Population,195085
1119,AL,Sumter County,2010_Census_Population,13763
1121,AL,Talladega County,2010_Census_Population,82291
1123,AL,Tallapoosa County,2010_Census_Population,41616
1125,AL,Tuscaloosa County,2010_Census_Population,194656
1127,AL,Walker County,2010_Census_Population,67023
1129,AL,Washington County,2010_Census_Population,17581
1131,AL,Wilcox County,2010_Census_Population,11670
1133,AL,Winston County,2010_Census_Population,24484
2013, AK,Aleutians East Borough,2010_Census_Population,3141
2016, AK,Aleutians West Census Area,2010_Census_Population,5561
2020, AK,Anchorage Municipality,2010_Census_Population,291826
2050, AK,Bethel Census Area,2010_Census_Population,17013
2060, AK,Bristol Bay Borough,2010_Census_Population,997
2068, AK,Denali Borough,2010_Census_Population,1826
2070, AK,Dillingham Census Area,2010_Census_Population,4847
2090, AK,Fairbanks North Star Borough,2010_Census_Population,97581
2100, AK,Haines Borough,2010_Census_Population,2508
2105, AK,Hoonah-Angoon Census Area,2010_Census_Population,2150
2110, AK,Juneau City and Borough,2010_Census_Population,31275
2122, AK,Kenai Peninsula Borough,2010_Census_Population,55400
2130, AK,Ketchikan Gateway Borough,2010_Census_Population,13477
2150, AK,Kodiak Island Borough,2010_Census_Population,13592
2158, AK,Kusilvak Census Area,2010_Census_Population,7459
2164, AK,Lake and Peninsula Borough,2010_Census_Population,1631
2170, AK,Matanuska-Susitna Borough,2010_Census_Population,88995
2180, AK,Nome Census Area,2010_Census_Population,9492
2185, AK,North Slope Borough,2010_Census_Population,9430
2188, AK,Northwest Arctic Borough,2010_Census_Population,7523
2195, AK,Petersburg Borough,2010_Census_Population,3815
2198, AK,Prince of Wales-Hyder Census Area,2010_Census_Population,5559
2220, AK,Sitka City and Borough,2010_Census_Population,8881
2230, AK,Skagway Municipality,2010_Census_Population,968
2240, AK,Southeast Fairbanks Census Area,2010_Census_Population,7029
2261, AK,Valdez-Cordova Census Area,2010_Census_Population,9636
2275, AK,Wrangell City and Borough,2010_Census_Population,2369
2282, AK,Yakutat City and Borough,2010_Census_Population,662
2290, AK,Yukon-Koyukuk Census Area,2010_Census_Population,5588
4001, AZ,Apache County,2010_Census_Population,71518
4003, AZ,Cochise County,2010_Census_Population,131346
4005, AZ,Coconino County,2010_Census_Population,134421
4007, AZ,Gila County,2010_Census_Population,53597
4009, AZ,Graham County,2010_Census_Population,37220
4011, AZ,Greenlee County,2010_Census_Population,8437
4012, AZ,La Paz County,2010_Census_Population,20489
4013, AZ,Maricopa County,2010_Census_Population,3817117
4015, AZ,Mohave County,2010_Census_Population,200186
4017, AZ,Navajo County,2010_Census_Population,107449
4019, AZ,Pima County,2010_Census_Population,980263
4021, AZ,Pinal County,2010_Census_Population,375770
4023, AZ,Santa Cruz County,2010_Census_Population,47420
4025, AZ,Yavapai County,2010_Census_Population,211033
4027, AZ,Yuma County,2010_Census_Population,195751
5001, AR,Arkansas County,2010_Census_Population,19019
5003, AR,Ashley County,2010_Census_Population,21853
5005, AR,Baxter County,2010_Census_Population,41513
5007, AR,Benton County,2010_Census_Population,221339
5009, AR,Boone County,2010_Census_Population,36903
5011, AR,Bradley County,2010_Census_Population,11508
5013, AR,Calhoun County,2010_Census_Population,5368
5015, AR,Carroll County,2010_Census_Population,27446
5017, AR,Chicot County,2010_Census_Population,11800
5019, AR,Clark County,2010_Census_Population,22995
5021, AR,Clay County,2010_Census_Population,16083
5023, AR,Cleburne County,2010_Census_Population,25970
5025, AR,Cleveland County,2010_Census_Population,8689
5027, AR,Columbia County,2010_Census_Population,24552
5029, AR,Conway County,2010_Census_Population,21273
5031, AR,Craighead County,2010_Census_Population,96443
5033, AR,Crawford County,2010_Census_Population,61948
5035, AR,Crittenden County,2010_Census_Population,50902
5037, AR,Cross County,2010_Census_Population,17870
5039, AR,Dallas County,2010_Census_Population,8116
5041, AR,Desha County,2010_Census_Population,13008
5043, AR,Drew County,2010_Census_Population,18509
5045, AR,Faulkner County,2010_Census_Population,113237
5047, AR,Franklin County,2010_Census_Population,18125
5049, AR,Fulton County,2010_Census_Population,12245
5051, AR,Garland County,2010_Census_Population,96024
5053, AR,Grant County,2010_Census_Population,17853
5055, AR,Greene County,2010_Census_Population,42090
5057, AR,Hempstead County,2010_Census_Population,22609
5059, AR,Hot Spring County,2010_Census_Population,32923
5061, AR,Howard County,2010_Census_Population,13789
5063, AR,Independence County,2010_Census_Population,36647
5065, AR,Izard County,2010_Census_Population,13696
5067, AR,Jackson County,2010_Census_Population,17997
5069, AR,Jefferson County,2010_Census_Population,77435
5071, AR,Johnson County,2010_Census_Population,25540
5073, AR,Lafayette County,2010_Census_Population,7645
5075, AR,Lawrence County,2010_Census_Population,17415
5077, AR,Lee County,2010_Census_Population,10424
5079, AR,Lincoln County,2010_Census_Population,14134
5081, AR,Little River County,2010_Census_Population,13171
5083, AR,Logan County,2010_Census_Population,22353
5085, AR,Lonoke County,2010_Census_Population,68356
5087, AR,Madison County,2010_Census_Population,15717
5089, AR,Marion County,2010_Census_Population,16653
5091, AR,Miller County,2010_Census_Population,43462
5093, AR,Mississippi County,2010_Census_Population,46480
5095, AR,Monroe County,2010_Census_Population,8149
5097, AR,Montgomery County,2010_Census_Population,9487
5099, AR,Nevada County,2010_Census_Population,8997
5101, AR,Newton County,2010_Census_Population,8330
5103, AR,Ouachita County,2010_Census_Population,26120
5105, AR,Perry County,2010_Census_Population,10445
5107, AR,Phillips County,2010_Census_Population,21757
5109, AR,Pike County,2010_Census_Population,11291
5111, AR,Poinsett County,2010_Census_Population,24583
5113, AR,Polk County,2010_Census_Population,20662
5115, AR,Pope County,2010_Census_Population,61754
5117, AR,Prairie County,2010_Census_Population,8715
5119, AR,Pulaski County,2010_Census_Population,382748
5121, AR,Randolph County,2010_Census_Population,17969
5123, AR,St. Francis County,2010_Census_Population,28258
5125, AR,Saline County,2010_Census_Population,107118
5127, AR,Scott County,2010_Census_Population,11233
5129, AR,Searcy County,2010_Census_Population,8195
5131, AR,Sebastian County,2010_Census_Population,125744
5133, AR,Sevier County,2010_Census_Population,17058
5135, AR,Sharp County,2010_Census_Population,17264
5137, AR,Stone County,2010_Census_Population,12394
5139, AR,Union County,2010_Census_Population,41639
5141, AR,Van Buren County,2010_Census_Population,17295
5143, AR,Washington County,2010_Census_Population,203065
5145, AR,White County,2010_Census_Population,77076
5147, AR,Woodruff County,2010_Census_Population,7260
5149, AR,Yell County,2010_Census_Population,22185
6001, CA,Alameda County,2010_Census_Population,1510271
6003, CA,Alpine County,2010_Census_Population,1175
6005, CA,Amador County,2010_Census_Population,38091
6007, CA,Butte County,2010_Census_Population,220000
6009, CA,Calaveras County,2010_Census_Population,45578
6011, CA,Colusa County,2010_Census_Population,21419
6013, CA,Contra Costa County,2010_Census_Population,1049025
6015, CA,Del Norte County,2010_Census_Population,28610
6017, CA,El Dorado County,2010_Census_Population,181058
6019, CA,Fresno County,2010_Census_Population,930450
6021, CA,Glenn County,2010_Census_Population,28122
6023, CA,Humboldt County,2010_Census_Population,134623
6025, CA,Imperial County,2010_Census_Population,174528
6027, CA,Inyo County,2010_Census_Population,18546
6029, CA,Kern County,2010_Census_Population,839631
6031, CA,Kings County,2010_Census_Population,152982
6033, CA,Lake County,2010_Census_Population,64665
6035, CA,Lassen County,2010_Census_Population,34895
6037, CA,Los Angeles County,2010_Census_Population,9818605
6039, CA,Madera County,2010_Census_Population,150865
6041, CA,Marin County,2010_Census_Population,252409
6043, CA,Mariposa County,2010_Census_Population,18251
6045, CA,Mendocino County,2010_Census_Population,87841
6047, CA,Merced County,2010_Census_Population,255793
6049, CA,Modoc County,2010_Census_Population,9686
6051, CA,Mono County,2010_Census_Population,14202
6053, CA,Monterey County,2010_Census_Population,415057
6055, CA,Napa County,2010_Census_Population,136484
6057, CA,Nevada County,2010_Census_Population,98764
6059, CA,Orange County,2010_Census_Population,3010232
6061, CA,Placer County,2010_Census_Population,348432
6063, CA,Plumas County,2010_Census_Population,20007
6065, CA,Riverside County,2010_Census_Population,2189641
6067, CA,Sacramento County,2010_Census_Population,1418788
6069, CA,San Benito County,2010_Census_Population,55269
6071, CA,San Bernardino County,2010_Census_Population,2035210
6073, CA,San Diego County,2010_Census_Population,3095313
6075, CA,San Francisco County,2010_Census_Population,805235
6077, CA,San Joaquin County,2010_Census_Population,685306
6079, CA,San Luis Obispo County,2010_Census_Population,269637
6081, CA,San Mateo County,2010_Census_Population,718451
6083, CA,Santa Barbara County,2010_Census_Population,423895
6085, CA,Santa Clara County,2010_Census_Population,1781642
6087, CA,Santa Cruz County,2010_Census_Population,262382
6089, CA,Shasta County,2010_Census_Population,177223
6091, CA,Sierra County,2010_Census_Population,3240
6093, CA,Siskiyou County,2010_Census_Population,44900
6095, CA,Solano County,2010_Census_Population,413344
6097, CA,Sonoma County,2010_Census_Population,483878
6099, CA,Stanislaus County,2010_Census_Population,514453
6101, CA,Sutter County,2010_Census_Population,94737
6103, CA,Tehama County,2010_Census_Population,63463
6105, CA,Trinity County,2010_Census_Population,13786
6107, CA,Tulare County,2010_Census_Population,442179
6109, CA,Tuolumne County,2010_Census_Population,55365
6111, CA,Ventura County,2010_Census_Population,823318
6113, CA,Yolo County,2010_Census_Population,200849
6115, CA,Yuba County,2010_Census_Population,72155
8001, CO,Adams County,2010_Census_Population,441603
8003, CO,Alamosa County,2010_Census_Population,15445
8005, CO,Arapahoe County,2010_Census_Population,572003
8007, CO,Archuleta County,2010_Census_Population,12084
8009, CO,Baca County,2010_Census_Population,3788
8011, CO,Bent County,2010_Census_Population,6499
8013, CO,Boulder County,2010_Census_Population,294567
8014, CO,Broomfield County,2010_Census_Population,55889
8015, CO,Chaffee County,2010_Census_Population,17809
8017, CO,Cheyenne County,2010_Census_Population,1836
8019, CO,Clear Creek County,2010_Census_Population,9088
8021, CO,Conejos County,2010_Census_Population,8256
8023, CO,Costilla County,2010_Census_Population,3524
8025, CO,Crowley County,2010_Census_Population,5823
8027, CO,Custer County,2010_Census_Population,4255
8029, CO,Delta County,2010_Census_Population,30952
8031, CO,Denver County,2010_Census_Population,600158
8033, CO,Dolores County,2010_Census_Population,2064
8035, CO,Douglas County,2010_Census_Population,285465
8037, CO,Eagle County,2010_Census_Population,52197
8039, CO,Elbert County,2010_Census_Population,23086
8041, CO,El Paso County,2010_Census_Population,622263
8043, CO,Fremont County,2010_Census_Population,46824
8045, CO,Garfield County,2010_Census_Population,56389
8047, CO,Gilpin County,2010_Census_Population,5441
8049, CO,Grand County,2010_Census_Population,14843
8051, CO,Gunnison County,2010_Census_Population,15324
8053, CO,Hinsdale County,2010_Census_Population,843
8055, CO,Huerfano County,2010_Census_Population,6711
8057, CO,Jackson County,2010_Census_Population,1394
8059, CO,Jefferson County,2010_Census_Population,534543
8061, CO,Kiowa County,2010_Census_Population,1398
8063, CO,Kit Carson County,2010_Census_Population,8270
8065, CO,Lake County,2010_Census_Population,7310
8067, CO,La Plata County,2010_Census_Population,51334
8069, CO,Larimer County,2010_Census_Population,299630
8071, CO,Las Animas County,2010_Census_Population,15507
8073, CO,Lincoln County,2010_Census_Population,5467
8075, CO,Logan County,2010_Census_Population,22709
8077, CO,Mesa County,2010_Census_Population,146723
8079, CO,Mineral County,2010_Census_Population,712
8081, CO,Moffat County,2010_Census_Population,13795
8083, CO,Montezuma County,2010_Census_Population,25535
8085, CO,Montrose County,2010_Census_Population,41276
8087, CO,Morgan County,2010_Census_Population,28159
8089, CO,Otero County,2010_Census_Population,18831
8091, CO,Ouray County,2010_Census_Population,4436
8093, CO,Park County,2010_Census_Population,16206
8095, CO,Phillips County,2010_Census_Population,4442
8097, CO,Pitkin County,2010_Census_Population,17148
8099, CO,Prowers County,2010_Census_Population,12551
8101, CO,Pueblo County,2010_Census_Population,159063
8103, CO,Rio Blanco County,2010_Census_Population,6666
8105, CO,Rio Grande County,2010_Census_Population,11982
8107, CO,Routt County,2010_Census_Population,23509
8109, CO,Saguache County,2010_Census_Population,6108
8111, CO,San Juan County,2010_Census_Population,699
8113, CO,San Miguel County,2010_Census_Population,7359
8115, CO,Sedgwick County,2010_Census_Population,2379
8117, CO,Summit County,2010_Census_Population,27994
8119, CO,Teller County,2010_Census_Population,23350
8121, CO,Washington County,2010_Census_Population,4814
8123, CO,Weld County,2010_Census_Population,252825
8125, CO,Yuma County,2010_Census_Population,10043
9001, CT,Fairfield County,2010_Census_Population,916829
9003, CT,Hartford County,2010_Census_Population,894014
9005, CT,Litchfield County,2010_Census_Population,189927
9007, CT,Middlesex County,2010_Census_Population,165676
9009, CT,New Haven County,2010_Census_Population,862477
9011, CT,New London County,2010_Census_Population,274055
9013, CT,Tolland County,2010_Census_Population,152691
9015, CT,Windham County,2010_Census_Population,118428
10001, DE,Kent County,2010_Census_Population,162310
10003, DE,New Castle County,2010_Census_Population,538479
10005, DE,Sussex County,2010_Census_Population,197145
11001, DC,District of Columbia,2010_Census_Population,601723
12001, FL,Alachua County,2010_Census_Population,247336
12003, FL,Baker County,2010_Census_Population,27115
12005, FL,Bay County,2010_Census_Population,168852
12007, FL,Bradford County,2010_Census_Population,28520
12009, FL,Brevard County,2010_Census_Population,543376
12011, FL,Broward County,2010_Census_Population,1748066
12013, FL,Calhoun County,2010_Census_Population,14625
12015, FL,Charlotte County,2010_Census_Population,159978
12017, FL,Citrus County,2010_Census_Population,141236
12019, FL,Clay County,2010_Census_Population,190865
12021, FL,Collier County,2010_Census_Population,321520
12023, FL,Columbia County,2010_Census_Population,67531
12027, FL,DeSoto County,2010_Census_Population,34862
12029, FL,Dixie County,2010_Census_Population,16422
12031, FL,Duval County,2010_Census_Population,864263
12033, FL,Escambia County,2010_Census_Population,297619
12035, FL,Flagler County,2010_Census_Population,95696
12037, FL,Franklin County,2010_Census_Population,11549
12039, FL,Gadsden County,2010_Census_Population,46389
12041, FL,Gilchrist County,2010_Census_Population,16939
12043, FL,Glades County,2010_Census_Population,12884
12045, FL,Gulf County,2010_Census_Population,15863
12047, FL,Hamilton County,2010_Census_Population,14799
12049, FL,Hardee County,2010_Census_Population,27731
12051, FL,Hendry County,2010_Census_Population,39140
12053, FL,Hernando County,2010_Census_Population,172778
12055, FL,Highlands County,2010_Census_Population,98786
12057, FL,Hillsborough County,2010_Census_Population,1229226
12059, FL,Holmes County,2010_Census_Population,19927
12061, FL,Indian River County,2010_Census_Population,138028
12063, FL,Jackson County,2010_Census_Population,49746
12065, FL,Jefferson County,2010_Census_Population,14761
12067, FL,Lafayette County,2010_Census_Population,8870
12069, FL,Lake County,2010_Census_Population,297052
12071, FL,Lee County,2010_Census_Population,618754
12073, FL,Leon County,2010_Census_Population,275487
12075, FL,Levy County,2010_Census_Population,40801
12077, FL,Liberty County,2010_Census_Population,8365
12079, FL,Madison County,2010_Census_Population,19224
12081, FL,Manatee County,2010_Census_Population,322833
12083, FL,Marion County,2010_Census_Population,331298
12085, FL,Martin County,2010_Census_Population,146318
12086, FL,Miami-Dade County,2010_Census_Population,2496435
12087, FL,Monroe County,2010_Census_Population,73090
12089, FL,Nassau County,2010_Census_Population,73314
12091, FL,Okaloosa County,2010_Census_Population,180822
12093, FL,Okeechobee County,2010_Census_Population,39996
12095, FL,Orange County,2010_Census_Population,1145956
12097, FL,Osceola County,2010_Census_Population,268685
12099, FL,Palm Beach County,2010_Census_Population,1320134
12101, FL,Pasco County,2010_Census_Population,464697
12103, FL,Pinellas County,2010_Census_Population,916542
12105, FL,Polk County,2010_Census_Population,602095
12107, FL,Putnam County,2010_Census_Population,74364
12109, FL,St. Johns County,2010_Census_Population,190039
12111, FL,St. Lucie County,2010_Census_Population,277789
12113, FL,Santa Rosa County,2010_Census_Population,151372
12115, FL,Sarasota County,2010_Census_Population,379448
12117, FL,Seminole County,2010_Census_Population,422718
12119, FL,Sumter County,2010_Census_Population,93420
12121, FL,Suwannee County,2010_Census_Population,41551
12123, FL,Taylor County,2010_Census_Population,22570
12125, FL,Union County,2010_Census_Population,15535
12127, FL,Volusia County,2010_Census_Population,494593
12129, FL,Wakulla County,2010_Census_Population,30776
12131, FL,Walton County,2010_Census_Population,55043
12133, FL,Washington County,2010_Census_Population,24896
13001, GA,Appling County,2010_Census_Population,18236
13003, GA,Atkinson County,2010_Census_Population,8375
13005, GA,Bacon County,2010_Census_Population,11096
13007, GA,Baker County,2010_Census_Population,3451
13009, GA,Baldwin County,2010_Census_Population,45720
13011, GA,Banks County,2010_Census_Population,18395
13013, GA,Barrow County,2010_Census_Population,69367
13015, GA,Bartow County,2010_Census_Population,100157
13017, GA,Ben Hill County,2010_Census_Population,17634
13019, GA,Berrien County,2010_Census_Population,19286
13021, GA,Bibb County,2010_Census_Population,155547
13023, GA,Bleckley County,2010_Census_Population,13063
13025, GA,Brantley County,2010_Census_Population,18411
13027, GA,Brooks County,2010_Census_Population,16243
13029, GA,Bryan County,2010_Census_Population,30233
13031, GA,Bulloch County,2010_Census_Population,70217
13033, GA,Burke County,2010_Census_Population,23316
13035, GA,Butts County,2010_Census_Population,23655
13037, GA,Calhoun County,2010_Census_Population,6694
13039, GA,Camden County,2010_Census_Population,50513
13043, GA,Candler County,2010_Census_Population,10998
13045, GA,Carroll County,2010_Census_Population,110527
13047, GA,Catoosa County,2010_Census_Population,63942
13049, GA,Charlton County,2010_Census_Population,12171
13051, GA,Chatham County,2010_Census_Population,265128
13053, GA,Chattahoochee County,2010_Census_Population,11267
13055, GA,Chattooga County,2010_Census_Population,26015
13057, GA,Cherokee County,2010_Census_Population,214346
13059, GA,Clarke County,2010_Census_Population,116714
13061, GA,Clay County,2010_Census_Population,3183
13063, GA,Clayton County,2010_Census_Population,259424
13065, GA,Clinch County,2010_Census_Population,6798
13067, GA,Cobb County,2010_Census_Population,688078
13069, GA,Coffee County,2010_Census_Population,42356
13071, GA,Colquitt County,2010_Census_Population,45498
13073, GA,Columbia County,2010_Census_Population,124053
13075, GA,Cook County,2010_Census_Population,17212
13077, GA,Coweta County,2010_Census_Population,127317
13079, GA,Crawford County,2010_Census_Population,12630
13081, GA,Crisp County,2010_Census_Population,23439
13083, GA,Dade County,2010_Census_Population,16633
13085, GA,Dawson County,2010_Census_Population,22330
13087, GA,Decatur County,2010_Census_Population,27842
13089, GA,DeKalb County,2010_Census_Population,691893
13091, GA,Dodge County,2010_Census_Population,21796
13093, GA,Dooly County,2010_Census_Population,14918
13095, GA,Dougherty County,2010_Census_Population,94565
13097, GA,Douglas County,2010_Census_Population,132403
13099, GA,Early County,2010_Census_Population,11008
13101, GA,Echols County,2010_Census_Population,4034
13103, GA,Effingham County,2010_Census_Population,52250
13105, GA,Elbert County,2010_Census_Population,20166
13107, GA,Emanuel County,2010_Census_Population,22598
13109, GA,Evans County,2010_Census_Population,11000
13111, GA,Fannin County,2010_Census_Population,23682
13113, GA,Fayette County,2010_Census_Population,106567
13115, GA,Floyd County,2010_Census_Population,96317
13117, GA,Forsyth County,2010_Census_Population,175511
13119, GA,Franklin County,2010_Census_Population,22084
13121, GA,Fulton County,2010_Census_Population,920581
13123, GA,Gilmer County,2010_Census_Population,28292
13125, GA,Glascock County,2010_Census_Population,3082
13127, GA,Glynn County,2010_Census_Population,79626
13129, GA,Gordon County,2010_Census_Population,55186
13131, GA,Grady County,2010_Census_Population,25011
13133, GA,Greene County,2010_Census_Population,15994
13135, GA,Gwinnett County,2010_Census_Population,805321
13137, GA,Habersham County,2010_Census_Population,43041
13139, GA,Hall County,2010_Census_Population,179684
13141, GA,Hancock County,2010_Census_Population,9429
13143, GA,Haralson County,2010_Census_Population,28780
13145, GA,Harris County,2010_Census_Population,32024
13147, GA,Hart County,2010_Census_Population,25213
13149, GA,Heard County,2010_Census_Population,11834
13151, GA,Henry County,2010_Census_Population,203922
13153, GA,Houston County,2010_Census_Population,139900
13155, GA,Irwin County,2010_Census_Population,9538
13157, GA,Jackson County,2010_Census_Population,60485
13159, GA,Jasper County,2010_Census_Population,13900
13161, GA,Jeff Davis County,2010_Census_Population,15068
13163, GA,Jefferson County,2010_Census_Population,16930
13165, GA,Jenkins County,2010_Census_Population,8340
13167, GA,Johnson County,2010_Census_Population,9980
13169, GA,Jones County,2010_Census_Population,28669
13171, GA,Lamar County,2010_Census_Population,18317
13173, GA,Lanier County,2010_Census_Population,10078
13175, GA,Laurens County,2010_Census_Population,48434
13177, GA,Lee County,2010_Census_Population,28298
13179, GA,Liberty County,2010_Census_Population,63453
13181, GA,Lincoln County,2010_Census_Population,7996
13183, GA,Long County,2010_Census_Population,14464
13185, GA,Lowndes County,2010_Census_Population,109233
13187, GA,Lumpkin County,2010_Census_Population,29966
13189, GA,McDuffie County,2010_Census_Population,21875
13191, GA,McIntosh County,2010_Census_Population,14333
13193, GA,Macon County,2010_Census_Population,14740
13195, GA,Madison County,2010_Census_Population,28120
13197, GA,Marion County,2010_Census_Population,8742
13199, GA,Meriwether County,2010_Census_Population,21992
13201, GA,Miller County,2010_Census_Population,6125
13205, GA,Mitchell County,2010_Census_Population,23498
13207, GA,Monroe County,2010_Census_Population,26424
13209, GA,Montgomery County,2010_Census_Population,9123
13211, GA,Morgan County,2010_Census_Population,17868
13213, GA,Murray County,2010_Census_Population,39628
13215, GA,Muscogee County,2010_Census_Population,189885
13217, GA,Newton County,2010_Census_Population,99958
13219, GA,Oconee County,2010_Census_Population,32808
13221, GA,Oglethorpe County,2010_Census_Population,14899
13223, GA,Paulding County,2010_Census_Population,142324
13225, GA,Peach County,2010_Census_Population,27695
13227, GA,Pickens County,2010_Census_Population,29431
13229, GA,Pierce County,2010_Census_Population,18758
13231, GA,Pike County,2010_Census_Population,17869
13233, GA,Polk County,2010_Census_Population,41475
13235, GA,Pulaski County,2010_Census_Population,12010
13237, GA,Putnam County,2010_Census_Population,21218
13239, GA,Quitman County,2010_Census_Population,2513
13241, GA,Rabun County,2010_Census_Population,16276
13243, GA,Randolph County,2010_Census_Population,7719
13245, GA,Richmond County,2010_Census_Population,200549
13247, GA,Rockdale County,2010_Census_Population,85215
13249, GA,Schley County,2010_Census_Population,5010
13251, GA,Screven County,2010_Census_Population,14593
13253, GA,Seminole County,2010_Census_Population,8729
13255, GA,Spalding County,2010_Census_Population,64073
13257, GA,Stephens County,2010_Census_Population,26175
13259, GA,Stewart County,2010_Census_Population,6058
13261, GA,Sumter County,2010_Census_Population,32819
13263, GA,Talbot County,2010_Census_Population,6865
13265, GA,Taliaferro County,2010_Census_Population,1717
13267, GA,Tattnall County,2010_Census_Population,25520
13269, GA,Taylor County,2010_Census_Population,8906
13271, GA,Telfair County,2010_Census_Population,16500
13273, GA,Terrell County,2010_Census_Population,9315
13275, GA,Thomas County,2010_Census_Population,44720
13277, GA,Tift County,2010_Census_Population,40118
13279, GA,Toombs County,2010_Census_Population,27223
13281, GA,Towns County,2010_Census_Population,10471
13283, GA,Treutlen County,2010_Census_Population,6885
13285, GA,Troup County,2010_Census_Population,67044
13287, GA,Turner County,2010_Census_Population,8930
13289, GA,Twiggs County,2010_Census_Population,9023
13291, GA,Union County,2010_Census_Population,21356
13293, GA,Upson County,2010_Census_Population,27153
13295, GA,Walker County,2010_Census_Population,68756
13297, GA,Walton County,2010_Census_Population,83768
13299, GA,Ware County,2010_Census_Population,36312
13301, GA,Warren County,2010_Census_Population,5834
13303, GA,Washington County,2010_Census_Population,21187
13305, GA,Wayne County,2010_Census_Population,30099
13307, GA,Webster County,2010_Census_Population,2799
13309, GA,Wheeler County,2010_Census_Population,7421
13311, GA,White County,2010_Census_Population,27144
13313, GA,Whitfield County,2010_Census_Population,102599
13315, GA,Wilcox County,2010_Census_Population,9255
13317, GA,Wilkes County,2010_Census_Population,10593
13319, GA,Wilkinson County,2010_Census_Population,9563
13321, GA,Worth County,2010_Census_Population,21679
15001, HI,Hawaii County,2010_Census_Population,185079
15003, HI,Honolulu County,2010_Census_Population,953207
15005, HI,Kalawao County,2010_Census_Population,90
15007, HI,Kauai County,2010_Census_Population,67091
15009, HI,Maui County,2010_Census_Population,154834
16001, ID,Ada County,2010_Census_Population,392365
16003, ID,Adams County,2010_Census_Population,3976
16005, ID,Bannock County,2010_Census_Population,82839
16007, ID,Bear Lake County,2010_Census_Population,5986
16009, ID,Benewah County,2010_Census_Population,9285
16011, ID,Bingham County,2010_Census_Population,45607
16013, ID,Blaine County,2010_Census_Population,21376
16015, ID,Boise County,2010_Census_Population,7028
16017, ID,Bonner County,2010_Census_Population,40877
16019, ID,Bonneville County,2010_Census_Population,104234
16021, ID,Boundary County,2010_Census_Population,10972
16023, ID,Butte County,2010_Census_Population,2891
16025, ID,Camas County,2010_Census_Population,1117
16027, ID,Canyon County,2010_Census_Population,188923
16029, ID,Caribou County,2010_Census_Population,6963
16031, ID,Cassia County,2010_Census_Population,22952
16033, ID,Clark County,2010_Census_Population,982
16035, ID,Clearwater County,2010_Census_Population,8761
16037, ID,Custer County,2010_Census_Population,4368
16039, ID,Elmore County,2010_Census_Population,27038
16041, ID,Franklin County,2010_Census_Population,12786
16043, ID,Fremont County,2010_Census_Population,13242
16045, ID,Gem County,2010_Census_Population,16719
